replica_1_sec,replica_2_sec,replica_3_sec,replica_4_sec,replica_5_sec
0.1297602653503418,0.04439139366149902,0.03897523880004883,0.028684139251708984,0.03320121765136719
0.027942419052124023,0.03419208526611328,0.02870631217956543,0.027654647827148438,0.03096628189086914
0.02762150764465332,0.027798891067504883,0.03363156318664551,0.028266191482543945,0.027207612991333008
0.028599023818969727,0.02812027931213379,0.1059579849243164,0.03167223930358887,0.02835369110107422
0.02716994285583496,0.050993919372558594,0.0671546459197998,0.029445648193359375,0.030873775482177734
0.0326230525970459,0.028433799743652344,0.05584239959716797,0.06368374824523926,0.02863907814025879
0.029547691345214844,0.0285184383392334,0.03179049491882324,0.03244185447692871,0.09749174118041992
0.028644561767578125,0.029148340225219727,0.027500152587890625,0.0331263542175293,0.09639620780944824
0.02803492546081543,0.02687978744506836,0.10723280906677246,0.04323911666870117,0.02944016456604004
0.029012441635131836,0.027201414108276367,0.026918411254882812,0.025504112243652344,0.02816939353942871
0.08278393745422363,0.05892205238342285,0.12349319458007812,0.028853893280029297,0.027160167694091797
0.027601242065429688,0.028339862823486328,0.03251147270202637,0.027049541473388672,0.027301549911499023
0.09053850173950195,0.038346290588378906,0.02849292755126953,0.027477264404296875,0.03402829170227051
0.06914472579956055,0.03149676322937012,0.027159929275512695,0.02762436866760254,0.02662968635559082
0.032395362854003906,0.10387825965881348,0.0294649600982666,0.027037620544433594,0.1113581657409668
0.0282742977142334,0.028482913970947266,0.041810035705566406,0.0271151065826416,0.02738499641418457
0.04686737060546875,0.0934758186340332,0.05226612091064453,0.038767337799072266,0.027208328247070312
0.08599305152893066,0.095123291015625,0.027513980865478516,0.02614450454711914,0.028723955154418945
0.026761531829833984,0.07233929634094238,0.05677652359008789,0.05451703071594238,0.038498640060424805
0.038184404373168945,0.027765989303588867,0.02596735954284668,0.027898550033569336,0.027901172637939453
